year	sex	occupation	people	score	sei
1960	2	Stationary Engineer	2889	36	47
1960	2	Statistician / Actuary	10469	39	81
1960	2	Stock Broker	2392	40	73
1960	2	Stone Cutter	399	28	25
1960	2	Street Car Conductor	99	33	30
1960	2	Surveyor	5078	28	48
1960	2	Tailor	12553	26	23
1960	2	Taxi Cab Driver / Chauffeur	7277	22	10
1960	2	Teacher	1680774	27	72
1960	2	Teamster	100	15	8
1960	2	Technician	6772	33	62
1960	2	Technician - Medical / Dental	137864	25	48
1960	2	Technician - Testing	66442	31	53
1960	2	Telegraph Messenger	896	12	22
1960	2	Telegraph Operator	9559	32	47
1960	2	Telephone Operator	652281	21	45
1960	2	Temperer	699	31	22
1960	2	Textile Spinner	69634	18	5
1960	2	Therapist	30066	26	58
1960	2	Ticket Agent	25404	33	60
1960	2	Tool Maker	2486	37	50
1960	2	Truck / Tractor Driver	11548	25	15
1960	2	Typesetter	25304	36	52
1960	2	Union Official	5282	40	58
1960	2	Upholsterer	9070	26	22
1960	2	Usher	10360	4	25
1960	2	Veterinarian	598	42	78
1960	2	Waiter / Waitress	1661504	11	16
1960	2	Weaver	42041	23	6
1960	2	Welder	28594	31	24
1970	1	Accountant / Auditor	575667	37	78
1970	1	Actor	11726	29	60
1970	1	Advertising Agent	53993	35	66
1970	1	Agent	23236	35	68
1970	1	Apprentice	16425	21	35
1970	1	Apprentice - Auto Mechanic	4106	18	25
1970	1	Apprentice - Bricklayer	4710	25	32
1970	1	Apprentice - Carpenter	9616	20	31
1970	1	Apprentice - Construction	2603	21	29
1970	1	Apprentice - Electrician	22140	25	37
1970	1	Apprentice - Machinist	17724	24	41
1970	1	Apprentice - Mechanic	5309	34	34
1970	1	Apprentice - Metal Working	6807	23	33
1970	1	Apprentice - Plumber	15327	25	33
1970	1	Apprentice - Printing	10015	23	40
1970	1	Architect	57091	49	90
1970	1	Artist / Art Teacher	70208	31	67
1970	1	Auctioneer	5415	30	40
1970	1	Author	18231	33	76
1970	1	Baker	96872	27	22
1970	1	Bank Teller	41973	25	52
1970	1	Barber / Beautician	227274	19	17
1970	1	Bartender	189712	25	19
1970	1	Bill Collector	40757	27	39
1970	1	Blacksmith	21935	25	16
1970	1	Blaster	10522	26	11
1970	1	Boarding House Keeper	2103	7	30
1970	1	Boatman	6510	30	24
1970	1	Boilermaker	35752	33	39
1970	1	Bookbinder	17835	24	33
1970	1	Bookkeeper	337040	22	51
1970	1	Bootblack	6012	14	8
1970	1	Building Manager	62713	20	32
1970	1	Bus Driver	196639	30	24
1970	1	Buyer - Farm	23538	31	33
1970	1	Buyer - Store	544178	42	72
1970	1	Cabinet Maker	82235	25	23
1970	1	Carpenter	1111775	23	19
1970	1	Cashier	185135	18	44
1970	1	Cement / Concrete Finisher	88343	27	19
1970	1	Chainman	16531	19	25
1970	1	Charwoman	275355	16	10
1970	1	Chemist	104054	40	79
1970	1	Chiropractor	14624	32	75
1970	1	Clergyman	230171	24	52
1970	1	Clerical Worker	2474020	24	44
1970	1	College President / Dean	34354	40	84
1970	1	Constable	5110	24	21
1970	1	Cook	433899	16	15
1970	1	Counter Worker	64511	13	17
1970	1	Craftsman	904916	29	32
1970	1	Cranemen / Hoistmen	173610	30	21
1970	1	Creditor	46190	37	74
1970	1	Crossing Guard / Toll Collector	22533	26	17
1970	1	Dancer / Dance Teacher	1901	16	45
1970	1	Decorator	36665	23	40
1970	1	Delivery Man	742046	26	32
1970	1	Demonstrator	4512	14	35
1970	1	Dentist	90658	63	96
1970	1	Designer	94265	37	73
1970	1	Dispatcher	59485	30	40
1970	1	Doctor Office Attendant	25944	16	38
1970	1	Draftsman	290040	34	67
1970	1	Dressmaker / Seamstress	6409	13	23
1970	1	Dyer	25750	25	12
1970	1	Economist	61492	36	81
1970	1	Editor / Reporter	159347	39	82
1970	1	Electrician	494793	34	44
1970	1	Electrotyper	6913	47	55
1970	1	Elevator Operator	38849	20	10
1970	1	Engineer	253425	48	87
1970	1	Engineer - Aeuronautical	70109	48	87
1970	1	Engineer - Chemical	53196	48	90
1970	1	Engineer - Civil	188593	46	84
1970	1	Engineer - Electrical	301011	46	84
1970	1	Engineer - Industrial	187121	44	86
1970	1	Engineer - Mechanical	194229	45	82
1970	1	Engineer - Metallurgical	15622	46	82
1970	1	Engineer - Mining	17124	45	85
1970	1	Engraver	7511	33	47
1970	1	Entertainer	55995	25	31
1970	1	Farm Advisor	6811	36	83
1970	1	Farm Foreman	38151	23	20
1970	1	Farm Laborer	1407937	11	15
1970	1	Farm Manager	67090	24	36
1970	1	Farmer	1655668	14	14
1970	1	Fireman	292747	30	27
1970	1	Fisherman	47863	16	10
1970	1	Foremen	1664520	38	49
1970	1	Forgemen	17428	31	23
1970	1	Forrester	52191	29	48
1970	1	Funeral Director	44275	31	59
1970	1	Furnaceman	79432	29	18
1970	1	Furrier	3807	29	39
1970	1	Gardener / Groundskeeper	543926	17	11
1970	1	Glazier	28336	27	26
1970	1	Hospital Attendant	145853	15	13
1970	1	Household Worker	100857	9	17
1970	1	Huckster	35059	14	8
1970	1	Human Resources	231098	42	84
1970	1	Inspector	254269	31	42
1970	1	Insulation Worker	29951	32	32
1970	1	Insurance Agent	509645	36	66
1970	1	Janitor	1471666	21	9
1970	1	Jeweler	35357	27	36
1970	1	Job Setter	91541	34	28
1970	1	Laborer	4034593	20	8
1970	1	Laundry / Dry Cleaning	141238	15	15
1970	1	Lawyer / Judge	281466	61	93
1970	1	Librarian	24742	22	60
1970	1	Library Attendant	32563	13	44
1970	1	Lithographer	32552	44	64
1970	1	Locomotive Engineer	66515	45	58
1970	1	Locomotive Fireman	13918	37	45
1970	1	Longshoreman	57690	25	11
1970	1	Loom Fixer	25537	29	10
1970	1	Lumberman	108184	12	4
1970	1	Machinist	422413	31	33
1970	1	Mail Carrier	262603	34	53
1970	1	Manager / Owner	4393393	41	68
1970	1	Mason	235386	29	27
1970	1	Mathematician	6907	41	80
1970	1	Meat Cutter	214449	28	29
1970	1	Mechanic	1218050	29	27
1970	1	Mechanic - Airplane	157173	34	48
1970	1	Mechanic - Automobile	989179	27	19
1970	1	Mechanic - Office Machines	72912	30	36
1970	1	Mechanic - Radio / Television	144978	25	36
1970	1	Mechanic - Railroad	73929	28	23
1970	1	Messenger	67815	15	28
1970	1	Metal Filer	263025	26	22
1970	1	Metal Heater	9310	32	29
1970	1	Metal Worker	261258	32	34
1970	1	Midwife	200	5	37
1970	1	Military	2108307	11	18
1970	1	Miller	8412	25	19
1970	1	Milliner	500	19	46
1970	1	Millwright	91451	33	31
1970	1	Miner	271064	24	10
1970	1	Model Maker	42759	33	44
1970	1	Molder	56384	28	12
1970	1	Motion Picture Projectionist	20335	34	43
1970	1	Motorman	13617	26	3
1970	1	Musician / Music Teacher	150233	20	52
1970	1	Newsboy	250617	3	27
1970	1	Nurse	90047	12	40
1970	1	Nutritionist	3205	20	39
1970	1	Office Machine Operator	159568	23	45
1970	1	Oiler / Greaser	56403	28	15
1970	1	Operative	5939103	23	18
1970	1	Optician / Lens Grinder	23534	30	39
1970	1	Optometrist	20031	42	79
1970	1	Painter	631217	24	17
1970	1	Parking Attendant	621579	18	19
1970	1	Pharmacist	107984	39	82
1970	1	Photo Developer	41276	32	42
1970	1	Photographer	66716	27	50
1970	1	Physician / Surgeon	269060	79	92
1970	1	Piano / Organ Tuner	8118	24	38
1970	1	Pilot	51099	52	79
1970	1	Plasterer	36556	29	25
1970	1	Plumber	426834	32	34
1970	1	Policeman / Detective	391239	32	39
1970	1	Porter	29337	14	4
1970	1	Postmaster	30154	29	60
1970	1	Power Station Operator	23836	36	50
1970	1	Pressman	147758	36	49
1970	1	Produce Grader	12425	16	10
1970	1	Professional - Misc	907129	31	65
1970	1	Professor	175361	41	84
1970	1	Professor - Agriculture 	4806	41	84
1970	1	Professor - Biology	17827	41	84
1970	1	Professor - Chemistry	14525	41	84
1970	1	Professor - Economics	10217	41	84
1970	1	Professor - Engineering	16335	41	84
1970	1	Professor - Mathematics	24749	41	84
1970	1	Professor - Medical	13320	41	84
1970	1	Professor - Physics	14037	41	84
1970	1	Professor - Psychology	10322	41	84
1970	1	Professor - Science	3906	41	84
1970	1	Professor - Social Science 	31253	41	84
1970	1	Psychologist	16925	39	81
1970	1	Public Officials	252529	36	66
1970	1	Purchasing Agent	152374	40	77
1970	1	Radio Operator	51476	39	69
1970	1	Railroad Brakeman	57785	36	42
1970	1	Railroad Conductor	53684	42	58
1970	1	Railroad Switchman	62820	36	44
1970	1	Real Estate Agent	208549	35	62
1970	1	Recreation Attendant	146544	10	19
1970	1	Religious Worker	17126	15	56
1970	1	Road Machinery Operator	394873	30	24
1970	1	Roller	19733	30	22
1970	1	Roofer	73714	23	15
1970	1	Sailor	42272	23	16
1970	1	Salesman	3021401	24	47
1970	1	Sawyer	114909	16	5
1970	1	Scientist	802	37	80
1970	1	Scientist - Agriculture	12623	41	80
1970	1	Scientist - Biology	22333	41	80
1970	1	Scientist - Geology	21138	41	80
1970	1	Scientist - Physics	21536	41	80
1970	1	Scientist - Social	10112	36	81
1970	1	Secretary	166371	22	61
1970	1	Security Guard	403058	25	18
1970	1	Service Attendant	57294	15	26
1970	1	Service Worker	1009079	11	11
1970	1	Serviceman	407903	32	49
1970	1	Sheriff / Bailiff	37065	30	34
1970	1	Ship Officers	28364	39	54
1970	1	Shipping and Receiving	409220	25	22
1970	1	Shoemaker	85438	20	12
1970	1	Social Worker	147737	27	66
1970	1	Sports Instructor / Official	65403	29	64
1970	1	Stationary Engineer	201808	35	47
1970	1	Statistician / Actuary	17925	39	81
1970	1	Stock Broker	97647	39	73
1970	1	Stone Cutter	7016	27	25
1970	1	Street Car Conductor	12222	33	30
1970	1	Surveyor	70528	28	48
1970	1	Tailor	56304	23	23
1970	1	Taxi Cab Driver / Chauffeur	183626	22	10
1970	1	Teacher	950391	27	72
1970	1	Teamster	11323	15	8
1970	1	Technician	160324	33	62
1970	1	Technician - Medical / Dental	107186	29	48
1970	1	Technician - Testing	313412	31	53
1970	1	Telegraph Messenger	2505	12	22
1970	1	Telegraph Operator	13520	32	47
1970	1	Telephone Operator	30156	21	45
1970	1	Temperer	22225	30	22
1970	1	Therapist	36159	26	58
1970	1	Ticket Agent	68007	33	60
1970	1	Tool Maker	214270	36	50
1970	1	Truck / Tractor Driver	1582606	25	15
1970	1	Typesetter	150058	36	52
1970	1	Union Official	49489	37	58
1970	1	Upholsterer	66008	25	22
1970	1	Usher	20237	4	25
1970	1	Veterinarian	17025	42	78
1970	1	Waiter / Waitress	178989	11	16
1970	1	Weaver	28449	23	6
1970	1	Welder	576267	30	24
1970	2	Accountant / Auditor	248441	37	78
1970	2	Actor	11127	29	60
1970	2	Advertising Agent	19544	35	66
1970	2	Agent	1102	35	68
1970	2	Apprentice	1103	20	35
1970	2	Apprentice - Auto Mechanic	100	18	25
1970	2	Apprentice - Bricklayer	200	25	32
1970	2	Apprentice - Construction	302	21	29
1970	2	Apprentice - Electrician	500	25	37
1970	2	Apprentice - Machinist	401	24	41
1970	2	Apprentice - Mechanic	201	34	34
1970	2	Apprentice - Plumber	200	25	33
1970	2	Apprentice - Printing	1100	23	40
1970	2	Architect	2606	49	90
1970	2	Artist / Art Teacher	51690	31	67
1970	2	Auctioneer	800	30	40
1970	2	Author	12021	33	76
1970	2	Baker	49583	27	22
1970	2	Bank Teller	312725	25	52
1970	2	Barber / Beautician	640008	19	17
1970	2	Bartender	61604	25	19
1970	2	Bill Collector	30353	27	39
1970	2	Blacksmith	500	26	16
1970	2	Blaster	402	26	11
1970	2	Boarding House Keeper	10713	7	30
1970	2	Boatman	100	30	24
1970	2	Boilermaker	602	33	39
1970	2	Bookbinder	35459	24	33
1970	2	Bookkeeper	1840579	22	51
1970	2	Bootblack	1002	14	8
1970	2	Building Manager	50878	20	32
1970	2	Bus Driver	83046	30	24
1970	2	Buyer - Farm	1103	31	33
1970	2	Buyer - Store	150434	41	72
1970	2	Cabinet Maker	6113	25	23
1970	2	Carpenter	15824	23	19
1970	2	Cashier	1236998	18	44
1970	2	Cement / Concrete Finisher	1201	27	19
1970	2	Chainman	602	19	25
1970	2	Charwoman	406102	16	10
1970	2	Chemist	19839	40	79
1970	2	Chiropractor	2205	32	75
1970	2	Clergyman	8308	24	52
1970	2	Clerical Worker	5105863	25	44
1970	2	College President / Dean	15025	40	84
1970	2	Constable	200	24	21
1970	2	Cook	867535	16	15
1970	2	Counter Worker	217777	13	17
1970	2	Craftsman	62514	29	32
1970	2	Cranemen / Hoistmen	2404	30	21
1970	2	Creditor	22537	37	74
1970	2	Crossing Guard / Toll Collector	31948	26	17
1970	2	Dancer / Dance Teacher	10013	16	45
1970	2	Decorator	66709	23	40
1970	2	Delivery Man	35857	26	32
1970	2	Demonstrator	76833	14	35
1970	2	Dentist	4605	63	96
1970	2	Designer	41775	37	73
1970	2	Dispatcher	16128	30	40
1970	2	Doctor Office Attendant	298831	16	38
1970	2	Draftsman	32359	34	67
1970	2	Dressmaker / Seamstress	163170	13	23
1970	2	Dyer	3107	25	12
1970	2	Economist	10717	36	81
1970	2	Editor / Reporter	117199	39	82
1970	2	Electrician	13323	34	44
1970	2	Electrotyper	301	47	55
1970	2	Elevator Operator	19036	20	10
1970	2	Engineer	4508	48	87
1970	2	Engineer - Aeuronautical	2003	48	87
1970	2	Engineer - Chemical	1205	48	90
1970	2	Engineer - Civil	3405	46	84
1970	2	Engineer - Electrical	6709	46	84
1970	2	Engineer - Industrial	6610	44	86
1970	2	Engineer - Mechanical	1704	45	82
1970	2	Engineer - Metallurgical	401	46	82
1970	2	Engineer - Mining	201	45	85
1970	2	Engraver	3504	33	47
1970	2	Entertainer	26138	25	31
1970	2	Farm Advisor	10811	36	83
1970	2	Farm Foreman	4011	23	20
1970	2	Farm Laborer	516273	11	15
1970	2	Farm Manager	4006	24	36
1970	2	Farmer	112396	14	14
1970	2	Fireman	9011	30	27
1970	2	Fisherman	3008	16	10
1970	2	Foremen	170726	38	49
1970	2	Forgemen	1304	31	23
1970	2	Forrester	3109	29	48
1970	2	Funeral Director	4205	31	59
1970	2	Furnaceman	3505	29	18
1970	2	Furrier	802	29	39
1970	2	Gardener / Groundskeeper	20631	17	11
1970	2	Glazier	1504	27	26
1970	2	Hospital Attendant	984420	15	13
1970	2	Household Worker	2152078	9	17
1970	2	Huckster	170465	14	8
1970	2	Human Resources	126330	42	84
1970	2	Inspector	28647	31	42
1970	2	Insulation Worker	900	32	32
1970	2	Insurance Agent	110316	36	66
1970	2	Janitor	238126	21	9
1970	2	Jeweler	9316	27	36
1970	2	Job Setter	3011	34	28
1970	2	Laborer	474892	20	8
1970	2	Laundry / Dry Cleaning	416819	17	15
1970	2	Lawyer / Judge	17728	61	93
1970	2	Librarian	146646	22	60
1970	2	Library Attendant	136732	13	44
1970	2	Lithographer	5615	44	64
1970	2	Locomotive Engineer	800	45	58
1970	2	Locomotive Fireman	100	37	45
1970	2	Longshoreman	601	25	11
1970	2	Loom Fixer	300	29	10
1970	2	Lumberman	4105	12	4
1970	2	Machinist	17829	31	33
1970	2	Mail Carrier	27746	34	53
1970	2	Manager / Owner	997653	41	68
1970	2	Mason	3402	29	27
1970	2	Mathematician	1902	41	80
1970	2	Meat Cutter	17125	28	29
1970	2	Mechanic	36966	29	27
1970	2	Mechanic - Airplane	5511	34	48
1970	2	Mechanic - Automobile	15418	27	19
1970	2	Mechanic - Office Machines	2406	30	36
1970	2	Mechanic - Radio / Television	7808	25	36
1970	2	Mechanic - Railroad	702	28	23
1970	2	Messenger	19726	15	28
1970	2	Metal Filer	56876	26	22
1970	2	Metal Heater	601	32	29
1970	2	Metal Worker	5616	32	34
1970	2	Midwife	1203	5	37
1970	2	Military	60304	11	18
1970	2	Miller	100	25	19
1970	2	Milliner	4505	19	46
1970	2	Millwright	901	33	31
1970	2	Miner	10623	23	10
1970	2	Model Maker	2403	33	44
1970	2	Molder	11423	28	12
1970	2	Motion Picture Projectionist	1301	34	43
1970	2	Motorman	100	26	3
1970	2	Musician / Music Teacher	213735	20	52
1970	2	Newsboy	17517	3	27
1970	2	Nurse	1563833	12	40
1970	2	Nutritionist	52883	20	39
1970	2	Office Machine Operator	612403	23	45
1970	2	Oiler / Greaser	2306	28	15
1970	2	Operative	6135206	22	18
1970	2	Optician / Lens Grinder	8509	30	39
1970	2	Optometrist	902	42	79
1970	2	Painter	65407	24	17
1970	2	Parking Attendant	22439	18	19
1970	2	Pharmacist	20235	39	82
1970	2	Photo Developer	47477	32	42
1970	2	Photographer	15632	27	50
1970	2	Physician / Surgeon	31353	79	92
1970	2	Piano / Organ Tuner	500	24	38
1970	2	Pilot	804	52	79
1970	2	Plasterer	1201	29	25
1970	2	Plumber	5604	32	34
1970	2	Policeman / Detective	18734	32	39
1970	2	Porter	600	14	4
1970	2	Postmaster	16728	29	60
1970	2	Power Station Operator	802	36	50
1970	2	Pressman	19231	36	49
1970	2	Produce Grader	56705	16	10
1970	2	Professional - Misc	764981	31	65
1970	2	Professor	109100	41	84
1970	2	Professor - Agriculture 	301	41	84
1970	2	Professor - Biology	6407	41	84
1970	2	Professor - Chemistry	2702	41	84
1970	2	Professor - Economics	903	41	84
1970	2	Professor - Engineering	1303	41	84
1970	2	Professor - Mathematics	8811	41	84
1970	2	Professor - Medical	17730	41	84
1970	2	Professor - Physics	1000	41	84
1970	2	Professor - Psychology	3308	41	84
1970	2	Professor - Science	201	41	84
1970	2	Professor - Social Science 	8218	41	84
1970	2	Psychologist	14422	39	81
1970	2	Public Officials	84936	35	66
1970	2	Purchasing Agent	28844	40	77
1970	2	Radio Operator	11417	39	69
1970	2	Railroad Brakeman	600	36	42
1970	2	Railroad Conductor	901	42	58
1970	2	Railroad Switchman	800	36	44
1970	2	Real Estate Agent	119193	35	62
1970	2	Recreation Attendant	70335	10	19
1970	2	Religious Worker	24832	15	56
1970	2	Road Machinery Operator	4905	30	24
1970	2	Roller	1403	30	22
1970	2	Roofer	1002	23	15
1970	2	Sailor	1201	23	16
1970	2	Salesman	3508146	24	47
1970	2	Sawyer	13721	16	5
1970	2	Scientist	301	37	80
1970	2	Scientist - Agriculture	1305	41	80
1970	2	Scientist - Biology	13616	41	80
1970	2	Scientist - Geology	1500	41	80
1970	2	Scientist - Physics	1301	41	80
1970	2	Scientist - Social	5808	39	81
1970	2	Secretary	5795976	22	61
1970	2	Security Guard	23846	25	18
1970	2	Service Attendant	327779	13	26
1970	2	Service Worker	1739908	11	11
1970	2	Serviceman	15325	32	49
1970	2	Sheriff / Bailiff	2502	30	34
1970	2	Ship Officers	1003	39	54
1970	2	Shipping and Receiving	94357	25	22
1970	2	Shoemaker	12019	20	12
1970	2	Social Worker	263309	27	66
1970	2	Sports Instructor / Official	43071	29	64
1970	2	Stationary Engineer	3004	35	47
1970	2	Statistician / Actuary	17530	39	81
1970	2	Stock Broker	12318	39	73
1970	2	Stone Cutter	801	27	25
1970	2	Street Car Conductor	301	33	30
1970	2	Surveyor	5608	28	48
1970	2	Tailor	37364	23	23
1970	2	Taxi Cab Driver / Chauffeur	13222	22	10
1970	2	Teacher	2725497	26	72
1970	2	Teamster	801	15	8
1970	2	Technician	15023	33	62
1970	2	Technician - Medical / Dental	255735	25	48
1970	2	Technician - Testing	89253	31	53
1970	2	Telegraph Messenger	301	12	22
1970	2	Telegraph Operator	5107	32	47
1970	2	Telephone Operator	635165	21	45
1970	2	Temperer	1003	30	22
1970	2	Therapist	70219	26	58
1970	2	Ticket Agent	51088	33	60
1970	2	Tool Maker	5308	36	50
1970	2	Truck / Tractor Driver	28240	25	15
1970	2	Typesetter	38163	36	52
1970	2	Union Official	11723	37	58
1970	2	Upholsterer	16631	25	22
1970	2	Usher	8512	4	25
1970	2	Veterinarian	1401	42	78
1970	2	Waiter / Waitress	1932298	11	16
1970	2	Weaver	41582	23	6
1970	2	Welder	48083	30	24
1980	1	Accountant / Auditor	661606	37	78
1980	1	Advertising Agent	72865	35	66
1980	1	Apprentice	4442	20	31
1980	1	Apprentice - Auto Mechanic	3961	18	25
1980	1	Apprentice - Bricklayer	3562	25	32
1980	1	Apprentice - Carpenter	11127	20	31
1980	1	Apprentice - Electrician	18588	25	37
1980	1	Apprentice - Machinist	15146	24	41
1980	1	Apprentice - Metal Working	720	23	33
1980	1	Apprentice - Plumber	12270	25	33
1980	1	Architect	107765	49	90
1980	1	Artist / Art Teacher	88510	30	67
1980	1	Auctioneer	6427	30	40
1980	1	Author	28608	33	76
1980	1	Baker	88978	27	22
1980	1	Bank Teller	55680	26	52
1980	1	Barber / Beautician	176025	19	17
1980	1	Bartender	211294	25	19
1980	1	Bill Collector	40434	27	39
1980	1	Blaster	12387	25	11
1980	1	Boilermaker	42092	33	39
1980	1	Bookbinder	14787	24	33
1980	1	Bookkeeper	226696	22	51
1980	1	Building Manager	133459	22	32
1980	1	Bus Driver	246381	30	24
1980	1	Buyer - Farm	20732	32	33
1980	1	Buyer - Store	700449	41	72
1980	1	Cabinet Maker	78786	25	23
1980	1	Carpenter	1531584	24	19
1980	1	Cashier	390848	18	44
1980	1	Cement / Concrete Finisher	85759	28	19
1980	1	Chainman	13886	19	25
1980	1	Charwoman	204143	13	10
1980	1	Chemist	88543	40	79
1980	1	Chiropractor	20496	31	75
1980	1	Clergyman	291038	24	52
1980	1	Clerical Worker	2718238	25	44
1980	1	Cook	906926	16	15
1980	1	Counter Worker	56640	14	17
1980	1	Cranemen / Hoistmen	182572	30	21
1980	1	Crossing Guard / Toll Collector	22733	26	17
1980	1	Dancer / Dance Teacher	3925	16	45
1980	1	Delivery Man	769142	26	32
1980	1	Demonstrator	3161	14	35
1980	1	Dentist	125312	63	96
1980	1	Designer	183331	31	73
1980	1	Dispatcher	75592	31	40
1980	1	Doctor Office Attendant	59807	16	38
1980	1	Draftsman	307888	34	67
1980	1	Dressmaker / Seamstress	8547	13	23
1980	1	Economist	74162	37	81
1980	1	Editor / Reporter	186706	39	82
1980	1	Electrician	698214	33	44
1980	1	Elevator Operator	21958	20	10
1980	1	Engineer	308454	48	87
1980	1	Engineer - Aeuronautical	89216	48	87
1980	1	Engineer - Chemical	59210	48	90
1980	1	Engineer - Civil	214288	46	84
1980	1	Engineer - Electrical	325825	46	84
1980	1	Engineer - Industrial	287934	42	86
1980	1	Engineer - Mechanical	228850	46	82
1980	1	Engineer - Metallurgical	25544	44	82
1980	1	Engineer - Mining	35084	45	85
1980	1	Engraver	10670	35	47
1980	1	Entertainer	70659	25	31
1980	1	Farm Foreman	50749	22	20
1980	1	Farm Laborer	995680	9	6
1980	1	Farm Manager	145958	25	36
1980	1	Farmer	1284012	14	14
1980	1	Fireman	404958	30	27
1980	1	Fisherman	72464	17	10
1980	1	Foremen	2132755	38	49
1980	1	Forgemen	16311	30	23
1980	1	Forrester	59767	29	48
1980	1	Funeral Director	42362	39	59
1980	1	Furrier	3882	24	39
1980	1	Gardener / Groundskeeper	570275	17	11
1980	1	Glazier	34302	27	26
1980	1	Hospital Attendant	207920	17	13
1980	1	Household Worker	57388	9	17
1980	1	Huckster	57774	17	8
1980	1	Human Resources	393747	42	84
1980	1	Inspector	204298	35	52
1980	1	Insulation Worker	60958	32	32
1980	1	Insurance Agent	536722	36	66
1980	1	Janitor	2153590	20	9
1980	1	Jeweler	68858	26	36
1980	1	Job Setter	57611	34	28
1980	1	Laborer	4605256	20	8
1980	1	Laundry / Dry Cleaning	113516	15	15
1980	1	Lawyer / Judge	481261	61	93
1980	1	Librarian	38669	22	60
1980	1	Library Attendant	35398	13	44
1980	1	Lithographer	22554	42	64
1980	1	Locomotive Engineer	87426	41	58
1980	1	Longshoreman	31467	25	11
1980	1	Lumberman	135143	13	4
1980	1	Machinist	555009	31	33
1980	1	Mail Carrier	261261	34	53
1980	1	Manager / Owner	6783518	41	68
1980	1	Mason	279192	29	27
1980	1	Mathematician	5543	41	80
1980	1	Meat Cutter	281687	27	29
1980	1	Mechanic	1700996	29	27
1980	1	Mechanic - Airplane	119283	33	48
1980	1	Mechanic - Automobile	1431954	26	19
1980	1	Mechanic - Office Machines	82521	30	36
1980	1	Mechanic - Radio / Television	175139	25	36
1980	1	Messenger	89011	15	28
1980	1	Metal Filer	286902	28	22
1980	1	Metal Worker	295536	32	34
1980	1	Military	1610699	11	9
1980	1	Millwright	145908	31	31
1980	1	Miner	350231	23	10
1980	1	Model Maker	35088	32	44
1980	1	Molder	36344	26	12
1980	1	Motion Picture Projectionist	15972	34	43
1980	1	Musician / Music Teacher	288301	20	52
1980	1	Newsboy	100156	4	27
1980	1	Nurse	154691	21	34
1980	1	Nutritionist	7965	20	39
1980	1	Office Machine Operator	278817	23	45
1980	1	Oiler / Greaser	51225	27	15
1980	1	Operative	5807712	23	18
1980	1	Optician / Lens Grinder	29999	29	39
1980	1	Optometrist	24055	42	79
1980	1	Painter	760594	24	17
1980	1	Parking Attendant	438129	18	19
1980	1	Pharmacist	122992	39	82
1980	1	Photo Developer	48507	32	42
1980	1	Photographer	81296	27	50
1980	1	Physician / Surgeon	394999	79	92
1980	1	Pilot	80769	50	79
1980	1	Plasterer	32999	28	25
1980	1	Plumber	560336	32	34
1980	1	Policeman / Detective	504399	32	39
1980	1	Porter	24222	14	4
1980	1	Postmaster	23556	29	60
1980	1	Power Station Operator	29157	35	50
1980	1	Pressman	269303	35	49
1980	1	Professional - Misc	634581	31	65
1980	1	Professor	337037	41	84
1980	1	Professor - Agriculture 	3400	41	84
1980	1	Professor - Biology	7188	41	84
1980	1	Professor - Chemistry	7186	41	84
1980	1	Professor - Economics	4463	41	84
1980	1	Professor - Engineering	10848	41	84
1980	1	Professor - Mathematics	15650	41	84
1980	1	Professor - Medical	9945	41	84
1980	1	Professor - Physics	5609	41	84
1980	1	Professor - Psychology	3322	41	84
1980	1	Professor - Science	2240	41	84
1980	1	Professor - Social Science 	10031	41	84
1980	1	Psychologist	50235	39	81
1980	1	Public Officials	284687	35	66
1980	1	Purchasing Agent	207326	40	77
1980	1	Radio Operator	83564	38	69
1980	1	Railroad Brakeman	91941	35	42
1980	1	Railroad Conductor	58455	42	58
1980	1	Railroad Switchman	10746	36	44
1980	1	Real Estate Agent	404125	35	62
1980	1	Recreation Attendant	177265	10	19
1980	1	Religious Worker	23979	15	56
1980	1	Road Machinery Operator	466269	30	24
1980	1	Roller	20678	29	22
1980	1	Roofer	149440	22	15
1980	1	Sailor	42697	23	16
1980	1	Salesman	3004021	24	47
1980	1	Sawyer	110477	17	5
1980	1	Scientist	7405	37	80
1980	1	Scientist - Agriculture	21680	40	80
1980	1	Scientist - Biology	46475	40	80
1980	1	Scientist - Geology	43346	41	80
1980	1	Scientist - Physics	31601	41	80
1980	1	Scientist - Social	19772	36	81
1980	1	Secretary	97205	22	61
1980	1	Security Guard	720590	25	18
1980	1	Service Attendant	137592	17	26
1980	1	Service Worker	726901	11	11
1980	1	Serviceman	412263	32	49
1980	1	Sheriff / Bailiff	60663	29	34
1980	1	Ship Officers	48159	39	54
1980	1	Shipping and Receiving	593776	26	22
1980	1	Shoemaker	120915	20	12
1980	1	Social Worker	204654	27	66
1980	1	Sports Instructor / Official	59219	30	64
1980	1	Stationary Engineer	182504	34	47
1980	1	Statistician / Actuary	25151	39	81
1980	1	Stock Broker	115757	39	73
1980	1	Surveyor	91629	28	48
1980	1	Tailor	43507	23	23
1980	1	Taxi Cab Driver / Chauffeur	202071	22	10
1980	1	Teacher	1271710	26	72
1980	1	Technician	248394	32	62
1980	1	Technician - Medical / Dental	197649	25	48
1980	1	Technician - Testing	679611	30	53
1980	1	Telegraph Operator	5545	32	47
1980	1	Telephone Operator	79779	21	45
1980	1	Temperer	27475	30	22
1980	1	Therapist	64399	26	58
1980	1	Ticket Agent	47751	33	60
1980	1	Tool Maker	208764	36	50
