year	sex	occupation	people	score	sei
1980	1	Truck / Tractor Driver	2084404	25	15
1980	1	Typesetter	38944	35	52
1980	1	Upholsterer	62601	25	22
1980	1	Usher	23617	5	25
1980	1	Veterinarian	32252	42	78
1980	1	Waiter / Waitress	227767	11	16
1980	1	Weaver	31842	22	6
1980	1	Welder	821710	30	24
1980	2	Accountant / Auditor	452783	37	78
1980	2	Advertising Agent	58594	35	66
1980	2	Apprentice	1622	20	31
1980	2	Apprentice - Auto Mechanic	120	18	25
1980	2	Apprentice - Bricklayer	140	25	32
1980	2	Apprentice - Carpenter	840	20	31
1980	2	Apprentice - Electrician	1160	25	37
1980	2	Apprentice - Machinist	841	24	41
1980	2	Apprentice - Metal Working	160	23	33
1980	2	Apprentice - Plumber	500	25	33
1980	2	Architect	10949	49	90
1980	2	Artist / Art Teacher	91749	30	67
1980	2	Auctioneer	1282	30	40
1980	2	Author	26476	33	76
1980	2	Baker	66119	27	22
1980	2	Bank Teller	583967	26	52
1980	2	Barber / Beautician	636306	19	17
1980	2	Bartender	192798	25	19
1980	2	Bill Collector	64010	27	39
1980	2	Blaster	541	25	11
1980	2	Boilermaker	761	33	39
1980	2	Bookbinder	23481	24	33
1980	2	Bookkeeper	2139251	22	51
1980	2	Building Manager	107540	22	32
1980	2	Bus Driver	216409	30	24
1980	2	Buyer - Farm	2223	32	33
1980	2	Buyer - Store	232898	41	72
1980	2	Cabinet Maker	8669	25	23
1980	2	Carpenter	28434	24	19
1980	2	Cashier	2318015	18	44
1980	2	Cement / Concrete Finisher	1180	28	19
1980	2	Chainman	1021	19	25
1980	2	Charwoman	766315	13	10
1980	2	Chemist	23895	40	79
1980	2	Chiropractor	3324	31	75
1980	2	Clergyman	19574	24	52
1980	2	Clerical Worker	6374822	24	44
1980	2	Cook	1375041	16	15
1980	2	Counter Worker	270330	14	17
1980	2	Cranemen / Hoistmen	4400	30	21
1980	2	Crossing Guard / Toll Collector	42251	26	17
1980	2	Dancer / Dance Teacher	13749	16	45
1980	2	Delivery Man	71026	26	32
1980	2	Demonstrator	21926	14	35
1980	2	Dentist	10409	63	96
1980	2	Designer	221166	31	73
1980	2	Dispatcher	38161	31	40
1980	2	Doctor Office Attendant	520895	16	38
1980	2	Draftsman	65804	34	67
1980	2	Dressmaker / Seamstress	141472	13	23
1980	2	Economist	32636	37	81
1980	2	Editor / Reporter	200657	39	82
1980	2	Electrician	15435	33	44
1980	2	Elevator Operator	7664	20	10
1980	2	Engineer	13670	48	87
1980	2	Engineer - Aeuronautical	3140	48	87
1980	2	Engineer - Chemical	3282	48	90
1980	2	Engineer - Civil	7342	46	84
1980	2	Engineer - Electrical	18148	46	84
1980	2	Engineer - Industrial	56732	42	86
1980	2	Engineer - Mechanical	5288	45	82
1980	2	Engineer - Metallurgical	1380	44	82
1980	2	Engineer - Mining	1462	45	85
1980	2	Engraver	7723	35	47
1980	2	Entertainer	48109	27	31
1980	2	Farm Foreman	12963	22	20
1980	2	Farm Laborer	429164	9	6
1980	2	Farm Manager	18873	25	36
1980	2	Farmer	181370	14	14
1980	2	Fireman	11495	30	27
1980	2	Fisherman	7263	17	10
1980	2	Foremen	352845	37	49
1980	2	Forgemen	1322	30	23
1980	2	Forrester	8826	29	48
1980	2	Funeral Director	4483	39	59
1980	2	Furrier	8922	24	39
1980	2	Gardener / Groundskeeper	57849	17	11
1980	2	Glazier	2142	27	26
1980	2	Hospital Attendant	1705976	17	13
1980	2	Household Worker	962462	9	17
1980	2	Huckster	281812	17	8
1980	2	Human Resources	327683	42	84
1980	2	Inspector	37570	35	52
1980	2	Insulation Worker	3242	32	32
1980	2	Insurance Agent	297359	36	66
1980	2	Janitor	751580	20	9
1980	2	Jeweler	24699	26	36
1980	2	Job Setter	4323	34	28
1980	2	Laborer	837301	20	8
1980	2	Laundry / Dry Cleaning	286070	17	15
1980	2	Lawyer / Judge	85744	58	93
1980	2	Librarian	209578	22	60
1980	2	Library Attendant	151852	13	44
1980	2	Lithographer	6041	42	64
1980	2	Locomotive Engineer	1480	41	58
1980	2	Longshoreman	522	25	11
1980	2	Lumberman	4223	13	4
1980	2	Machinist	32900	31	33
1980	2	Mail Carrier	41965	34	53
1980	2	Manager / Owner	2683545	41	68
1980	2	Mason	3882	29	27
1980	2	Mathematician	1321	41	80
1980	2	Meat Cutter	61267	27	29
1980	2	Mechanic	65886	30	27
1980	2	Mechanic - Airplane	4303	33	48
1980	2	Mechanic - Automobile	18996	26	19
1980	2	Mechanic - Office Machines	6744	30	36
1980	2	Mechanic - Radio / Television	10370	25	36
1980	2	Messenger	32289	15	28
1980	2	Metal Filer	64627	29	22
1980	2	Metal Worker	11370	32	34
1980	2	Military	173030	11	9
1980	2	Millwright	5382	31	31
1980	2	Miner	12927	23	10
1980	2	Model Maker	5804	35	44
1980	2	Molder	7024	26	12
1980	2	Motion Picture Projectionist	1861	34	43
1980	2	Musician / Music Teacher	363906	25	52
1980	2	Newsboy	51773	4	27
1980	2	Nurse	2096615	15	34
1980	2	Nutritionist	73865	20	39
1980	2	Office Machine Operator	854621	22	45
1980	2	Oiler / Greaser	2201	27	15
1980	2	Operative	5651553	22	18
1980	2	Optician / Lens Grinder	23697	29	39
1980	2	Optometrist	2442	42	79
1980	2	Painter	110802	24	17
1980	2	Parking Attendant	47128	18	19
1980	2	Pharmacist	41371	39	82
1980	2	Photo Developer	65144	32	42
1980	2	Photographer	32123	27	50
1980	2	Physician / Surgeon	65607	79	92
1980	2	Pilot	1341	50	79
1980	2	Plasterer	880	28	25
1980	2	Plumber	8083	32	34
1980	2	Policeman / Detective	32562	32	39
1980	2	Porter	2120	14	4
1980	2	Postmaster	18413	29	60
1980	2	Power Station Operator	1441	35	50
1980	2	Pressman	63388	35	49
1980	2	Professional - Misc	580750	31	65
1980	2	Professor	213694	41	84
1980	2	Professor - Agriculture 	720	41	84
1980	2	Professor - Biology	3922	41	84
1980	2	Professor - Chemistry	1943	41	84
1980	2	Professor - Economics	1262	41	84
1980	2	Professor - Engineering	1541	41	84
1980	2	Professor - Mathematics	7664	41	84
1980	2	Professor - Medical	22797	41	84
1980	2	Professor - Physics	440	41	84
1980	2	Professor - Psychology	2585	41	84
1980	2	Professor - Science	641	41	84
1980	2	Professor - Social Science 	5305	41	84
1980	2	Psychologist	50476	39	81
1980	2	Public Officials	158596	35	66
1980	2	Purchasing Agent	85914	41	77
1980	2	Radio Operator	47147	39	69
1980	2	Railroad Brakeman	1303	35	42
1980	2	Railroad Conductor	981	42	58
1980	2	Railroad Switchman	321	36	44
1980	2	Real Estate Agent	375987	35	62
1980	2	Recreation Attendant	149228	17	19
1980	2	Religious Worker	36143	15	56
1980	2	Road Machinery Operator	7446	29	24
1980	2	Roller	2542	29	22
1980	2	Roofer	1701	22	15
1980	2	Sailor	1321	23	16
1980	2	Salesman	3179503	24	47
1980	2	Sawyer	17380	17	5
1980	2	Scientist	2142	37	80
1980	2	Scientist - Agriculture	6944	40	80
1980	2	Scientist - Biology	27184	40	80
1980	2	Scientist - Geology	6407	41	80
1980	2	Scientist - Physics	1800	41	80
1980	2	Scientist - Social	17494	36	81
1980	2	Secretary	6002545	22	61
1980	2	Security Guard	124913	25	18
1980	2	Service Attendant	1001088	14	26
1980	2	Service Worker	952071	11	11
1980	2	Serviceman	39367	32	49
1980	2	Sheriff / Bailiff	9769	29	34
1980	2	Ship Officers	1322	39	54
1980	2	Shipping and Receiving	187654	26	22
1980	2	Shoemaker	15429	20	12
1980	2	Social Worker	409918	27	66
1980	2	Sports Instructor / Official	23814	30	64
1980	2	Stationary Engineer	6103	34	47
1980	2	Statistician / Actuary	20670	39	81
1980	2	Stock Broker	27833	39	73
1980	2	Surveyor	9826	28	48
1980	2	Tailor	34396	23	23
1980	2	Taxi Cab Driver / Chauffeur	29521	22	10
1980	2	Teacher	3208473	27	72
1980	2	Technician	37006	32	62
1980	2	Technician - Medical / Dental	487792	25	48
1980	2	Technician - Testing	282257	31	53
1980	2	Telegraph Operator	3804	32	47
1980	2	Telephone Operator	389159	21	45
1980	2	Temperer	1881	30	22
1980	2	Therapist	168127	26	58
1980	2	Ticket Agent	66826	33	60
1980	2	Tool Maker	4680	36	50
1980	2	Truck / Tractor Driver	60371	25	15
1980	2	Typesetter	47775	35	52
1980	2	Upholsterer	19717	25	22
1980	2	Usher	13330	5	25
1980	2	Veterinarian	5206	42	78
1980	2	Waiter / Waitress	2063563	11	16
1980	2	Weaver	61698	22	6
1980	2	Welder	57920	30	24
1990	1	Accountant / Auditor	814842	37	78
1990	1	Advertising Agent	94797	35	66
1990	1	Apprentice	1865	20	31
1990	1	Apprentice - Auto Mechanic	1800	18	25
1990	1	Apprentice - Bricklayer	976	25	32
1990	1	Apprentice - Carpenter	5609	20	31
1990	1	Apprentice - Electrician	17188	25	37
1990	1	Apprentice - Machinist	4030	24	41
1990	1	Apprentice - Metal Working	930	23	33
1990	1	Apprentice - Plumber	7878	25	33
1990	1	Architect	143413	49	90
1990	1	Artist / Art Teacher	113275	30	67
1990	1	Auctioneer	8339	30	40
1990	1	Author	61985	33	76
1990	1	Baker	107471	27	22
1990	1	Bank Teller	61846	26	52
1990	1	Barber / Beautician	162502	19	17
1990	1	Bartender	194743	25	19
1990	1	Bill Collector	61919	27	39
1990	1	Blaster	10256	25	11
1990	1	Boilermaker	28061	33	39
1990	1	Bookbinder	16648	24	33
1990	1	Bookkeeper	239124	22	51
1990	1	Building Manager	247337	22	32
1990	1	Bus Driver	272749	30	24
1990	1	Buyer - Farm	16759	32	33
1990	1	Buyer - Store	560069	41	72
1990	1	Cabinet Maker	75521	25	23
1990	1	Carpenter	1604105	24	19
1990	1	Cashier	766005	18	44
1990	1	Cement / Concrete Finisher	88695	28	19
1990	1	Chainman	5411	19	25
1990	1	Charwoman	166599	13	10
1990	1	Chemist	114710	40	79
1990	1	Chiropractor	33741	31	75
1990	1	Clergyman	321137	24	52
1990	1	Clerical Worker	2983145	24	44
1990	1	Cook	1481390	16	15
1990	1	Counter Worker	93128	14	17
1990	1	Cranemen / Hoistmen	120046	30	21
1990	1	Crossing Guard / Toll Collector	23485	26	17
1990	1	Dancer / Dance Teacher	6107	16	45
1990	1	Delivery Man	143502	26	32
1990	1	Demonstrator	11569	14	35
1990	1	Dentist	148591	63	96
1990	1	Designer	294288	31	73
1990	1	Dispatcher	123787	31	40
1990	1	Doctor Office Attendant	62365	16	38
1990	1	Draftsman	301258	34	67
1990	1	Dressmaker / Seamstress	8137	13	23
1990	1	Economist	93846	37	81
1990	1	Editor / Reporter	221291	39	82
1990	1	Electrician	777440	33	44
1990	1	Elevator Operator	11416	20	10
1990	1	Engineer	395357	48	87
1990	1	Engineer - Aeuronautical	144618	48	87
1990	1	Engineer - Chemical	65561	48	90
1990	1	Engineer - Civil	259854	46	84
1990	1	Engineer - Electrical	463684	46	84
1990	1	Engineer - Industrial	390793	42	86
1990	1	Engineer - Mechanical	215965	45	82
1990	1	Engineer - Metallurgical	17850	44	82
1990	1	Engineer - Mining	33345	45	85
1990	1	Engraver	13165	35	47
1990	1	Entertainer	100096	27	31
1990	1	Farm Foreman	42815	22	20
1990	1	Farm Laborer	853810	9	6
1990	1	Farm Manager	251617	25	36
1990	1	Farmer	868622	14	14
1990	1	Fireman	382977	30	27
1990	1	Fisherman	70675	17	10
1990	1	Foremen	1741680	37	49
1990	1	Forgemen	19672	30	23
1990	1	Forrester	52735	29	48
1990	1	Funeral Director	46564	39	59
1990	1	Furrier	7218	24	39
1990	1	Gardener / Groundskeeper	924326	17	11
1990	1	Glazier	49856	27	26
1990	1	Hospital Attendant	281405	17	13
1990	1	Household Worker	62976	9	17
1990	1	Huckster	96374	17	8
1990	1	Human Resources	407601	42	84
1990	1	Inspector	204463	35	52
1990	1	Insulation Worker	86239	32	32
1990	1	Insurance Agent	605552	36	66
1990	1	Janitor	2288548	20	9
1990	1	Jeweler	77985	26	36
1990	1	Job Setter	28718	34	28
1990	1	Laborer	5021782	20	8
1990	1	Laundry / Dry Cleaning	161794	15	15
1990	1	Lawyer / Judge	628376	61	93
1990	1	Librarian	50193	22	60
1990	1	Library Attendant	41915	13	44
1990	1	Lithographer	41137	42	64
1990	1	Locomotive Engineer	55052	41	58
1990	1	Longshoreman	20427	25	11
1990	1	Lumberman	137894	13	4
1990	1	Machinist	612731	31	33
1990	1	Mail Carrier	279346	34	53
1990	1	Manager / Owner	8899765	41	68
1990	1	Mason	307451	29	27
1990	1	Mathematician	4668	41	80
1990	1	Meat Cutter	257308	27	29
1990	1	Mechanic	1821648	29	27
1990	1	Mechanic - Airplane	180131	33	48
1990	1	Mechanic - Automobile	1586352	27	19
1990	1	Mechanic - Office Machines	125662	29	36
1990	1	Mechanic - Radio / Television	182758	25	36
1990	1	Messenger	136265	15	28
1990	1	Metal Filer	146202	28	22
1990	1	Metal Worker	291631	32	34
1990	1	Military	1540672	11	18
1990	1	Millwright	106960	31	31
1990	1	Miner	238962	23	10
1990	1	Model Maker	29407	32	44
1990	1	Molder	19382	26	12
1990	1	Motion Picture Projectionist	10917	34	43
1990	1	Musician / Music Teacher	402586	25	52
1990	1	Newsboy	87100	4	27
1990	1	Nurse	241714	23	34
1990	1	Nutritionist	11261	20	39
1990	1	Office Machine Operator	450697	23	45
1990	1	Oiler / Greaser	28470	27	15
1990	1	Operative	5338347	23	18
1990	1	Optician / Lens Grinder	37323	29	39
1990	1	Optometrist	25867	42	79
1990	1	Painter	885076	24	17
1990	1	Parking Attendant	343931	18	19
1990	1	Pharmacist	129075	39	82
1990	1	Photo Developer	55700	32	42
1990	1	Photographer	112297	27	50
1990	1	Physician / Surgeon	494783	79	92
1990	1	Pilot	117916	50	79
1990	1	Plasterer	49512	28	25
1990	1	Plumber	576342	32	34
1990	1	Policeman / Detective	589960	32	39
1990	1	Porter	40885	14	4
1990	1	Postmaster	27766	29	60
1990	1	Power Station Operator	39503	35	50
1990	1	Pressman	324773	35	49
1990	1	Professional - Misc	1190777	31	65
1990	1	Professor	452502	41	84
1990	1	Professor - Agriculture 	1167	41	84
1990	1	Professor - Biology	4388	41	84
1990	1	Professor - Chemistry	4135	41	84
1990	1	Professor - Economics	3274	41	84
1990	1	Professor - Engineering	7440	41	84
1990	1	Professor - Mathematics	15592	41	84
1990	1	Professor - Medical	7061	41	84
1990	1	Professor - Physics	3834	41	84
1990	1	Professor - Psychology	2555	41	84
1990	1	Professor - Science	961	41	84
1990	1	Professor - Social Science 	6137	41	84
1990	1	Psychologist	83271	39	81
1990	1	Public Officials	435434	35	66
1990	1	Purchasing Agent	239191	40	77
1990	1	Radio Operator	70794	39	69
1990	1	Railroad Brakeman	39506	35	42
1990	1	Railroad Conductor	45153	42	58
1990	1	Railroad Switchman	5871	36	44
1990	1	Real Estate Agent	446923	35	62
1990	1	Recreation Attendant	227691	10	19
1990	1	Religious Worker	49125	15	56
1990	1	Road Machinery Operator	477535	29	24
1990	1	Roller	13779	29	22
1990	1	Roofer	236158	22	15
1990	1	Sailor	34208	23	16
1990	1	Salesman	3500491	24	47
1990	1	Sawyer	95725	17	5
1990	1	Scientist	13614	37	80
1990	1	Scientist - Agriculture	28764	40	80
1990	1	Scientist - Biology	56200	40	80
1990	1	Scientist - Geology	50659	41	80
1990	1	Scientist - Physics	37195	41	80
1990	1	Scientist - Social	28226	36	81
1990	1	Secretary	125895	22	61
1990	1	Security Guard	1009311	25	18
1990	1	Service Attendant	172544	17	26
1990	1	Service Worker	879740	11	11
1990	1	Serviceman	372866	32	49
1990	1	Sheriff / Bailiff	108736	29	34
1990	1	Ship Officers	49256	38	54
1990	1	Shipping and Receiving	678335	26	22
1990	1	Shoemaker	145321	20	12
1990	1	Social Worker	263039	27	66
1990	1	Sports Instructor / Official	84565	30	64
1990	1	Stationary Engineer	243935	33	47
1990	1	Statistician / Actuary	30736	39	81
1990	1	Stock Broker	231013	39	73
1990	1	Surveyor	106192	28	48
1990	1	Tailor	36681	23	23
1990	1	Taxi Cab Driver / Chauffeur	221055	22	10
1990	1	Teacher	1343051	26	72
1990	1	Technician	365240	32	62
1990	1	Technician - Medical / Dental	296690	29	48
1990	1	Technician - Testing	806222	31	53
1990	1	Telephone Operator	36678	21	45
1990	1	Temperer	20928	30	22
1990	1	Therapist	89015	26	58
1990	1	Ticket Agent	88051	33	60
1990	1	Tool Maker	164984	36	50
1990	1	Truck / Tractor Driver	3150279	25	15
1990	1	Typesetter	27338	35	52
1990	1	Upholsterer	65890	25	22
1990	1	Usher	30728	5	25
1990	1	Veterinarian	38495	42	78
1990	1	Waiter / Waitress	356754	11	16
1990	1	Weaver	24244	22	6
1990	1	Welder	700666	30	24
1990	2	Accountant / Auditor	949683	37	78
1990	2	Advertising Agent	104742	35	66
1990	2	Apprentice	405	20	31
1990	2	Apprentice - Auto Mechanic	51	18	25
1990	2	Apprentice - Bricklayer	53	25	32
1990	2	Apprentice - Carpenter	318	20	31
1990	2	Apprentice - Electrician	901	25	37
1990	2	Apprentice - Machinist	356	24	41
1990	2	Apprentice - Metal Working	106	23	33
1990	2	Apprentice - Plumber	244	25	33
1990	2	Architect	27057	49	90
1990	2	Artist / Art Teacher	136297	30	67
1990	2	Auctioneer	1577	30	40
1990	2	Author	63063	33	76
1990	2	Baker	100474	27	22
1990	2	Bank Teller	562920	26	52
1990	2	Barber / Beautician	806487	19	17
1990	2	Bartender	215718	25	19
1990	2	Bill Collector	125183	27	39
1990	2	Blaster	537	25	11
1990	2	Boilermaker	664	33	39
1990	2	Bookbinder	21119	24	33
1990	2	Bookkeeper	2111677	22	51
1990	2	Building Manager	229483	22	32
1990	2	Bus Driver	251743	30	24
1990	2	Buyer - Farm	3951	32	33
1990	2	Buyer - Store	359754	41	72
1990	2	Cabinet Maker	6140	25	23
1990	2	Carpenter	31003	24	19
1990	2	Cashier	3286285	18	44
1990	2	Cement / Concrete Finisher	1386	28	19
1990	2	Chainman	759	19	25
1990	2	Charwoman	820584	13	10
1990	2	Chemist	42610	40	79
1990	2	Chiropractor	15502	31	75
1990	2	Clergyman	40106	24	52
1990	2	Clerical Worker	7560092	24	44
1990	2	Cook	1609016	16	15
1990	2	Counter Worker	256746	14	17
1990	2	Cranemen / Hoistmen	3169	26	21
1990	2	Crossing Guard / Toll Collector	42603	26	17
1990	2	Dancer / Dance Teacher	21996	16	45
1990	2	Delivery Man	18029	26	32
1990	2	Demonstrator	67502	14	35
1990	2	Dentist	22823	63	96
1990	2	Designer	418677	31	73
1990	2	Dispatcher	113690	31	40
1990	2	Doctor Office Attendant	442489	16	38
1990	2	Draftsman	71277	34	67
1990	2	Dressmaker / Seamstress	125498	13	23
1990	2	Economist	74349	37	81
1990	2	Editor / Reporter	278778	39	82
1990	2	Electrician	21758	34	44
1990	2	Elevator Operator	3215	20	10
1990	2	Engineer	41711	48	87
1990	2	Engineer - Aeuronautical	13004	48	87
1990	2	Engineer - Chemical	8189	48	90
1990	2	Engineer - Civil	19468	46	84
1990	2	Engineer - Electrical	50213	46	84
1990	2	Engineer - Industrial	137988	42	86
1990	2	Engineer - Mechanical	11152	45	82
1990	2	Engineer - Metallurgical	2562	44	82
1990	2	Engineer - Mining	2347	45	85
1990	2	Engraver	7785	35	47
1990	2	Entertainer	102835	27	31
1990	2	Farm Foreman	8331	22	20
1990	2	Farm Laborer	347642	9	6
1990	2	Farm Manager	41998	25	36
1990	2	Farmer	157681	14	14
1990	2	Fireman	15924	30	27
1990	2	Fisherman	6360	17	10
1990	2	Foremen	322602	37	49
1990	2	Forgemen	1246	30	23
1990	2	Forrester	9165	29	48
1990	2	Funeral Director	7353	39	59
1990	2	Furrier	14334	24	39
1990	2	Gardener / Groundskeeper	86456	17	11
1990	2	Glazier	2971	27	26
1990	2	Hospital Attendant	2153464	17	13
1990	2	Household Worker	855222	9	17
1990	2	Huckster	216853	17	8
1990	2	Human Resources	501023	42	84
1990	2	Inspector	66435	34	52
1990	2	Insulation Worker	4158	32	32
1990	2	Insurance Agent	589576	36	66
1990	2	Janitor	1153478	20	9
1990	2	Jeweler	32224	26	36
1990	2	Job Setter	2841	34	28
1990	2	Laborer	1077068	20	8
1990	2	Laundry / Dry Cleaning	318990	15	15
1990	2	Lawyer / Judge	213279	61	93
1990	2	Librarian	257080	22	60
1990	2	Library Attendant	149378	13	44
1990	2	Lithographer	14706	42	64
1990	2	Locomotive Engineer	1520	41	58
1990	2	Longshoreman	563	25	11
1990	2	Lumberman	4953	13	4
1990	2	Machinist	30893	31	33
1990	2	Mail Carrier	98128	34	53
1990	2	Manager / Owner	4957672	41	68
1990	2	Mason	5004	29	27
1990	2	Mathematician	1952	41	80
1990	2	Meat Cutter	76033	27	29
1990	2	Mechanic	78010	29	27
1990	2	Mechanic - Airplane	9653	33	48
1990	2	Mechanic - Automobile	31606	26	19
1990	2	Mechanic - Office Machines	16289	29	36
1990	2	Mechanic - Radio / Television	17777	25	36
1990	2	Messenger	46974	15	28
1990	2	Metal Filer	28219	28	22
1990	2	Metal Worker	15090	32	34
1990	2	Military	187266	11	18
1990	2	Millwright	3918	31	31
1990	2	Miner	9715	23	10
1990	2	Model Maker	7102	32	44
1990	2	Molder	3892	26	12
1990	2	Motion Picture Projectionist	2219	34	43
1990	2	Musician / Music Teacher	587496	25	52
1990	2	Newsboy	59204	4	27
1990	2	Nurse	2702420	15	34
1990	2	Nutritionist	99487	20	39
1990	2	Office Machine Operator	1252448	22	45
1990	2	Oiler / Greaser	1252	27	15
1990	2	Operative	4635239	22	18
1990	2	Optician / Lens Grinder	49567	29	39
1990	2	Optometrist	4742	42	79
1990	2	Painter	128104	24	17
1990	2	Parking Attendant	46028	18	19
1990	2	Pharmacist	76550	39	82
1990	2	Photo Developer	67981	32	42
1990	2	Photographer	57529	27	50
1990	2	Physician / Surgeon	133057	79	92
1990	2	Pilot	4648	50	79
1990	2	Plasterer	1043	28	25
1990	2	Plumber	9252	32	34
1990	2	Policeman / Detective	91240	31	39
1990	2	Porter	4839	14	4
1990	2	Postmaster	25369	29	60
1990	2	Power Station Operator	2285	35	50
1990	2	Pressman	79866	35	49
1990	2	Professional - Misc	1012193	31	65
1990	2	Professor	329228	41	84
1990	2	Professor - Agriculture 	237	41	84
1990	2	Professor - Biology	2447	41	84
1990	2	Professor - Chemistry	1329	41	84
1990	2	Professor - Economics	1134	41	84
1990	2	Professor - Engineering	1418	41	84
1990	2	Professor - Mathematics	10315	41	84
1990	2	Professor - Medical	15130	41	84
1990	2	Professor - Physics	503	41	84
1990	2	Professor - Psychology	2702	41	84
1990	2	Professor - Science	665	41	84
1990	2	Professor - Social Science 	3183	41	84
1990	2	Psychologist	123250	39	81
1990	2	Public Officials	600459	21	66
1990	2	Purchasing Agent	170629	40	77
1990	2	Radio Operator	21810	39	69
1990	2	Railroad Brakeman	564	35	42
1990	2	Railroad Conductor	2878	42	58
1990	2	Railroad Switchman	393	36	44
1990	2	Real Estate Agent	499220	35	62
1990	2	Recreation Attendant	204770	10	19
1990	2	Religious Worker	70844	15	56
1990	2	Road Machinery Operator	9309	29	24
1990	2	Roller	2172	29	22
1990	2	Roofer	3950	22	15
1990	2	Sailor	1197	23	16
1990	2	Salesman	3386271	24	47
1990	2	Sawyer	15024	17	5
1990	2	Scientist	6180	37	80
1990	2	Scientist - Agriculture	11230	40	80
1990	2	Scientist - Biology	42853	40	80
1990	2	Scientist - Geology	9337	41	80
1990	2	Scientist - Physics	5253	41	80
1990	2	Scientist - Social	31972	36	81
1990	2	Secretary	5743406	22	61
1990	2	Security Guard	217882	25	18
1990	2	Service Attendant	1490132	14	26
